Time,Utot,TinH2,TinAIR,ToutH2,TinWAT,I,PoutAIR,HrAIRFC,ToutAIR
188.3975564,3.2759,24.6465,43.2126,37.5824,53.6166,70.067,1266.4036,52.451,51.1827
188.4982336,3.2757,24.6321,43.2231,37.6304,53.6179,70.0675,1266.5003,52.4721,51.1903
188.5989105,3.2755,24.6238,43.226,37.6097,53.6237,70.066,1266.3352,52.4426,51.2097
188.6995878,3.2747,24.6224,43.2165,37.6496,53.6049,70.066,1266.8587,52.4984,51.2205
188.8002651,3.2748,24.6276,43.2199,37.6931,53.6221,70.0655,1267.0749,52.4302,51.2325
188.9009422,3.2753,24.6361,43.2341,37.745,53.6196,70.0645,1267.1716,52.4301,51.2303
189.0016194,3.2759,24.649,43.235,37.7611,53.6285,70.063,1266.8985,52.4017,51.2442
189.1022963,3.2754,24.6657,43.2382,37.8137,53.6405,70.0635,1267.0465,52.3693,51.2483
189.2029735,3.2762,24.6908,43.2525,37.8771,53.6481,70.0635,1266.9726,52.3786,51.2613
189.3036508,3.2764,24.7165,43.2478,37.8982,53.6489,70.0635,1267.0238,52.3335,51.2789
189.4043281,3.2768,24.7473,43.2515,37.9099,53.6472,70.063,1267.2059,52.3478,51.2849
189.5050056,3.277,24.7766,43.2737,37.9244,53.6387,70.0625,1266.7734,52.4101,51.2634
189.6056829,3.2768,24.805,43.289,37.9477,53.6428,70.063,1266.7791,52.4152,51.2548
189.7063602,3.2768,24.8318,43.289,37.9654,53.6536,70.063,1266.6995,52.3806,51.2588
189.8070373,3.2763,24.8568,43.2907,37.9761,53.627,70.0635,1266.6312,52.3515,51.254
189.9077145,3.2767,24.8844,43.2995,37.9943,53.6376,70.064,1266.5231,52.3427,51.2684
190.0083917,3.2765,24.9088,43.3035,38.2106,53.6385,70.064,1266.654,52.3412,51.2758
190.1090689,3.2768,24.9311,43.3057,38.2376,53.6433,70.063,1266.654,52.3743,51.2676
190.209746,3.276,24.9491,43.3146,38.2514,53.6357,70.063,1266.5572,52.4033,51.2547
190.3104232,3.2754,24.9608,43.3256,38.3074,53.6292,70.063,1266.6653,52.4315,51.2385
190.4111003,3.2747,24.9702,43.3173,38.3962,53.6309,70.062,1266.6596,52.4269,51.2385
190.5117771,3.2745,24.9793,43.3017,38.3952,53.6385,70.062,1267.0409,52.4046,51.2573
190.6124541,3.2745,24.9876,43.3043,38.4049,53.6304,70.0615,1267.0352,52.447,51.248
190.7131311,3.2747,24.9931,43.3055,38.382,53.6328,70.062,1266.6311,52.4415,51.2498
190.813808,3.2743,24.9973,43.2917,38.3964,53.6417,70.0615,1266.449,52.5481,51.2575
190.9144851,3.2741,25.0012,43.2891,38.3738,53.6451,70.061,1266.4035,52.5668,51.2624
191.0151623,3.2738,25.005,43.2819,38.1767,53.6448,70.061,1266.5799,52.5841,51.2523
191.1158394,3.273,25.0107,43.2645,38.1387,53.6401,70.0615,1266.2498,52.5688,51.2644
191.2165165,3.2733,25.0124,43.2581,38.1118,53.6455,70.0615,1266.5742,52.5639,51.2789
191.3171936,3.2733,25.0182,43.2561,38.06,53.6596,70.0625,1266.3239,52.5413,51.2836
191.4178707,3.2734,25.0257,43.2482,38.0319,53.6694,70.064,1265.9085,52.5228,51.2854
191.5185481,3.2736,25.0299,43.2294,38.0565,53.6581,70.064,1265.8459,52.5343,51.274
191.6192251,3.274,25.0334,43.2248,38.0424,53.6362,70.064,1265.6183,52.5302,51.2917
191.7199023,3.2738,25.0406,43.2378,38.0616,53.6292,70.0645,1265.5671,52.5522,51.2812
191.8205795,3.274,25.049,43.2423,38.0651,53.6577,70.0645,1265.6752,52.4544,51.2867
191.9212566,3.274,25.0536,43.236,38.2448,53.6575,70.065,1265.9597,52.4287,51.288
192.0219336,3.274,25.0579,43.2493,38.2259,53.6677,70.0655,1266.0223,52.439,51.3016
192.1226109,3.2745,25.0619,43.2548,38.2632,53.6693,70.065,1266.1247,52.4368,51.3074
192.223288,3.2739,25.0688,43.2369,38.2744,53.6794,70.0655,1266.0621,52.4031,51.3072
192.3239651,3.2738,25.0762,43.2339,38.3148,53.6688,70.065,1266.2612,52.4279,51.3013
192.4246422,3.2734,25.0793,43.2444,38.512,53.6636,70.0645,1266.3864,52.4245,51.2872
192.5253191,3.2731,25.0838,43.2525,38.4713,53.6747,70.065,1266.6766,52.394,51.2998
192.6259963,3.2728,25.0867,43.2447,38.4704,53.696,70.065,1267.0522,52.3837,51.2842
192.7266733,3.2727,25.0875,43.2454,38.4691,53.7083,70.064,1266.9327,52.3689,51.3015
192.8273505,3.2729,25.0887,43.2527,38.4664,53.7063,70.0645,1266.9726,52.3849,51.3036
192.9280277,3.2726,25.0922,43.2424,38.2951,53.6953,70.064,1266.8929,52.3809,51.299
193.0287048,3.2725,25.0927,43.2433,38.3333,53.693,70.064,1266.5913,52.3487,51.2981
193.1293818,3.2726,25.0882,43.2543,38.3613,53.6995,70.064,1266.984,52.3426,51.3049
193.2300591,3.2724,25.0839,43.2493,38.6859,53.6787,70.064,1267.0238,52.367,51.287
193.3307364,3.273,25.0802,43.2535,38.6743,53.6788,70.0635,1266.9214,52.3621,51.2983
193.4314136,3.2731,25.0793,43.2492,38.4271,53.6782,70.063,1267.1376,52.3465,51.3087
193.5320906,3.2734,25.079,43.25,38.469,53.6815,70.063,1267.0295,52.3235,51.3147
193.6327679,3.2729,25.081,43.2404,38.5243,53.6759,70.0635,1267.1832,52.3302,51.3144
193.7334451,3.2727,25.0797,43.2307,38.5114,53.672,70.063,1267.6612,52.3281,51.3016
193.8341221,3.2729,25.0746,43.2269,38.4814,53.679,70.063,1267.8319,52.3016,51.3057
193.9347992,3.2729,25.0684,43.2253,38.4651,53.6815,70.063,1267.7978,52.2885,51.3038
194.0354764,3.2727,25.0618,43.2075,38.4344,53.6779,70.0625,1268.1051,52.2914,51.2964
194.1361536,3.2717,25.0583,43.1962,38.395,53.6764,70.063,1268.0994,52.2799,51.2943
194.2368306,3.2723,25.0558,43.2136,38.0905,53.6902,70.0625,1268.0994,52.2704,51.3067
194.3375076,3.2719,25.0511,43.2002,38.1074,53.6956,70.0635,1268.0197,52.2582,51.3074
194.4381848,3.2724,25.0448,43.2025,38.0952,53.6981,70.064,1268.0482,52.2729,51.3093
194.538862,3.2719,25.0395,43.2184,38.3409,53.6948,70.0635,1267.3881,52.2962,51.3016
194.6395391,3.2722,25.034,43.2378,38.3535,53.6971,70.063,1267.684,52.3113,51.306
194.7402162,3.2711,25.0294,43.2276,38.3712,53.6966,70.0635,1267.8035,52.2741,51.317
194.8408934,3.2707,25.0259,43.228,38.3591,53.6875,70.063,1267.6271,52.2859,51.3058
194.9415705,3.2704,25.0208,43.2439,38.3409,53.691,70.063,1267.2856,52.3062,51.3055
195.0422478,3.2705,25.0156,43.2387,38.3279,53.691,70.0635,1267.3197,52.3063,51.309
195.1429249,3.271,25.0098,43.253,38.3668,53.6908,70.063,1267.075,52.3185,51.2967
195.2436021,3.2711,25.0004,43.2654,38.3539,53.6863,70.063,1266.7734,52.3236,51.2898
195.3442792,3.2713,24.991,43.2794,38.3677,53.695,70.063,1266.7848,52.2982,51.2887
195.4449563,3.271,24.9806,43.2752,38.3735,53.6927,70.0625,1266.6311,52.2835,51.2852
195.5456336,3.2704,24.969,43.2649,38.0962,53.6781,70.0625,1267.2741,52.2839,51.2921
195.6463109,3.2704,24.9542,43.2588,38.0349,53.6805,70.0635,1266.7164,52.2527,51.2927
195.746988,3.271,24.942,43.2728,38.0624,53.6813,70.0635,1266.4546,52.2853,51.2894
195.8476651,3.2702,24.933,43.2618,38.1238,53.6891,70.0645,1266.2042,52.2961,51.2957
195.9483426,3.2705,24.9283,43.2559,38.1615,53.6901,70.0645,1266.2668,52.3004,51.2958
196.0490198,3.2701,24.928,43.2785,38.1844,53.6899,70.064,1266.0733,52.3077,51.2953
196.149697,3.2698,24.9282,43.2695,38.1382,53.6805,70.064,1266.1245,52.3251,51.2962
196.2503744,3.2696,24.9329,43.2449,38.1285,53.6798,70.064,1266.318,52.3321,51.2967
196.3510518,3.2687,24.9415,43.2503,38.1211,53.6739,70.0635,1266.557,52.3583,51.3018
196.4517292,3.2689,24.9522,43.259,38.1205,53.6778,70.0635,1266.5058,52.3753,51.3072
196.5524062,3.2689,24.9612,43.2598,38.1061,53.699,70.063,1266.54,52.3674,51.3054
196.6530831,3.2689,24.9722,43.2467,38.0887,53.7087,70.062,1266.9042,52.3433,51.3127
196.7537606,3.2688,24.9809,43.2394,38.0542,53.7042,70.0625,1266.5969,52.367,51.3102
196.8544378,3.2691,24.9896,43.2478,38.0178,53.6299,70.0615,1267.3765,52.3847,51.311
196.9551149,3.2687,24.9974,43.2466,37.9964,53.6203,70.062,1267.5643,52.411,51.3061
197.0557921,3.2693,25.0029,43.238,38.0038,53.6214,70.061,1267.1944,52.3989,51.3108
197.1564691,3.27,25.0088,43.2379,38.0321,53.6326,70.061,1267.257,52.3553,51.3046
197.257146,3.2697,25.0137,43.2421,38.0652,53.6405,70.061,1267.0465,52.3248,51.3128
197.3578229,3.2695,25.0139,43.2279,38.2004,53.6419,70.061,1266.7449,52.3315,51.3082
197.4585,3.2691,25.013,43.2355,38.2279,53.633,70.061,1267.0295,52.3698,51.2889
197.5591772,3.2698,25.0131,43.2382,38.2349,53.5773,70.062,1267.0579,52.3697,51.2849
197.6598545,3.2695,25.0139,43.2449,38.2846,53.5655,70.062,1266.6254,52.4177,51.2723
197.7605313,3.2691,25.0132,43.2469,38.3083,53.5736,70.062,1266.8815,52.3779,51.2822
197.8612084,3.2699,25.0122,43.2567,38.2862,53.6454,70.062,1266.0336,52.3581,51.2836
197.9618853,3.2696,25.0067,43.2619,38.2645,53.6171,70.0615,1265.8971,52.4286,51.2757
198.0625625,3.2688,25.0043,43.2531,38.2625,53.6225,70.0625,1266.2158,52.4011,51.2631
198.1632397,3.2685,25.0017,43.2601,38.2268,53.6177,70.0625,1265.9654,52.4471,51.276
198.2639169,3.2678,25.0012,43.2817,38.25,53.6185,70.062,1265.8629,52.4873,51.2741
198.3645943,3.268,25.001,43.2896,38.0872,53.6155,70.0615,1265.7946,52.4739,51.2774
198.4652713,3.2685,25.0022,43.2748,38.0798,53.6203,70.062,1265.7547,52.4149,51.2973
198.5659486,3.2682,25.0013,43.2658,38.112,53.6734,70.0625,1265.6182,52.4045,51.3031
198.6666256,3.268,25.0013,43.2875,38.1091,53.6856,70.0635,1265.7889,52.377,51.3135
198.7673028,3.2688,25.0019,43.2962,38.1149,53.6756,70.0625,1265.7719,52.4042,51.3027
198.8679811,3.2687,25.0029,43.2825,38.1321,53.682,70.0625,1265.9256,52.3853,51.3006
198.9686584,3.2687,25.0081,43.2779,38.1701,53.7213,70.0625,1265.954,52.2862,51.318
199.0693353,3.2695,25.0125,43.2974,38.1541,53.7158,70.063,1265.8857,52.3319,51.3255
199.1700125,3.2691,25.0176,43.2868,38.1815,53.7206,70.0635,1266.1077,52.3057,51.328
199.2706896,3.2694,25.021,43.2614,38.1232,53.7215,70.064,1266.4321,52.2964,51.3345
199.3713666,3.2701,25.0282,43.2584,38.1377,53.7217,70.064,1266.5232,52.3176,51.3329
199.4720437,3.269,25.0371,43.2504,38.1586,53.7114,70.0635,1266.5005,52.3487,51.3229
199.5727209,3.2693,25.0484,43.2472,38.164,53.7087,70.0625,1266.4037,52.3659,51.3196
199.6733979,3.2694,25.06,43.2324,38.2301,53.707,70.0615,1266.3696,52.3774,51.3061
199.774075,3.2681,25.0757,43.2286,38.25,53.7084,70.063,1266.3297,52.3767,51.2936
199.874751,3.2675,25.0852,43.2249,38.2334,53.7023,70.063,1266.3524,52.3469,51.2822
199.975428,3.2669,25.0924,43.211,38.1938,53.6889,70.0635,1266.4492,52.3384,51.2626
200.0761051,3.2652,25.0933,43.197,38.1677,53.6842,70.063,1266.5175,52.3248,51.2474
200.1767823,3.2654,25.0873,43.1929,38.1681,53.6796,70.0625,1266.5004,52.3171,51.2315
200.2774596,3.2656,25.0766,43.201,38.1103,53.6446,70.063,1266.3467,52.3708,51.2086
200.3781368,3.2655,25.0619,43.1854,38.0938,53.6398,70.063,1266.3922,52.3524,51.1902
200.4788139,3.2659,25.0437,43.1967,38.0337,53.643,70.062,1266.3978,52.351,51.1828
200.5794909,3.2657,25.0246,43.2066,37.975,53.642,70.062,1266.3238,52.3347,51.176
200.6801681,3.2656,25.0033,43.1975,37.851,53.6397,70.062,1266.0961,52.308,51.1775
200.7808452,3.2662,24.9796,43.1862,37.7986,53.6351,70.061,1266.1132,52.302,51.175
200.8815224,3.2662,24.9582,43.1948,37.7675,53.6313,70.0605,1265.9539,52.3247,51.1699
200.9821996,3.2664,24.938,43.1986,37.7473,53.6329,70.059,1265.8002,52.3322,51.1754
201.0828768,3.2676,24.9241,43.1814,37.74,53.6363,70.058,1265.8685,52.3085,51.1848
201.1835541,3.2676,24.9201,43.1794,37.7153,53.6362,70.0565,1265.5783,52.3068,51.1879
201.2842311,3.2679,24.9251,43.177,37.7796,53.6705,70.0545,1265.345,52.2363,51.2025
201.3849083,3.2673,24.9387,43.1788,37.7618,53.6789,70.054,1265.4304,52.2229,51.1979
201.4855854,3.2679,24.9583,43.1561,37.7597,53.6839,70.0526,1265.5556,52.1939,51.2067
201.5862627,3.2678,24.9811,43.1439,37.7583,53.6851,70.0511,1265.7776,52.1962,51.2159
201.6869399,3.268,25.0039,43.1498,37.7566,53.6835,70.0487,1266.102,52.2126,51.227
201.7876171,3.2677,25.0269,43.1522,37.7467,53.6924,70.0472,1266.3182,52.1975,51.2476
201.8882943,3.2678,25.0526,43.1392,37.7858,53.6895,70.0433,1266.3068,52.1953,51.249
201.9889714,3.2683,25.0827,43.1278,37.8431,53.7035,70.0414,1266.4377,52.1606,51.2562
202.0896486,3.2676,25.1141,43.1465,37.8846,53.7084,70.039,1266.4093,52.193,51.262
202.1903256,3.2672,25.1446,43.1462,37.8888,53.7051,70.0376,1266.745,52.2001,51.2679
202.2910028,3.2672,25.1691,43.1423,37.8983,53.705,70.0376,1267.2856,52.1992,51.2577
202.3916801,3.267,25.1888,43.1391,37.9072,53.6969,70.0347,1267.388,52.2315,51.27
202.4923572,3.2666,25.2033,43.1611,37.9398,53.6918,70.0351,1267.4051,52.2932,51.2703
202.5930343,3.2659,25.2166,43.1665,37.9763,53.6893,70.0307,1267.3254,52.288,51.2594
202.6937114,3.2654,25.2342,43.1562,38.0362,53.6926,70.0297,1267.0921,52.2716,51.2592
202.7943887,3.2661,25.2511,43.1438,38.0763,53.6968,70.0263,1267.1035,52.2655,51.257
202.8950661,3.2668,25.2681,43.162,38.0991,53.7111,70.0263,1267.3823,52.2854,51.2837
202.9957433,3.266,25.2851,43.1881,38.1417,53.7152,70.0243,1267.6839,52.3196,51.3061
203.0964205,3.2669,25.3036,43.1849,38.1842,53.7174,70.0257,1267.7863,52.2955,51.3089
203.1970976,3.267,25.3205,43.18,38.2363,53.7051,70.0257,1267.644,52.3007,51.3126
203.2977748,3.2661,25.3376,43.1892,38.2695,53.7096,70.0257,1267.3311,52.3334,51.3333
203.3984517,3.2665,25.3508,43.2019,38.3259,53.7157,70.0276,1267.2969,52.3155,51.3406
203.499129,3.2668,25.3593,43.2016,38.3272,53.7247,70.0281,1267.0181,52.2727,51.3428
203.5998062,3.2675,25.3619,43.1954,38.3274,53.7148,70.032,1266.9441,52.2616,51.3332
203.7004833,3.2674,25.3538,43.1986,38.2621,53.7164,70.0354,1267.1774,52.2529,51.3318
203.8011603,3.2674,25.3402,43.2084,38.2046,53.7184,70.0398,1267.0977,52.2394,51.3252
203.9018373,3.2663,25.3189,43.1955,38.1672,53.7126,70.0432,1267.1262,52.2048,51.3084
204.0025143,3.267,25.2874,43.1772,38.0967,53.7026,70.0476,1267.2229,52.2188,51.2765
204.1031915,3.2663,25.2494,43.1891,38.0433,53.7014,70.0491,1267.1091,52.2433,51.2691
204.2038687,3.2661,25.2068,43.2011,37.9908,53.7132,70.051,1267.1205,52.269,51.2694
204.3045464,3.2666,25.1649,43.188,37.9567,53.7132,70.0525,1267.0237,52.2399,51.2653
204.4052238,3.266,25.1241,43.1967,37.9329,53.7098,70.054,1267.2172,52.2666,51.2619
204.505901,3.2651,25.085,43.208,37.9627,53.6959,70.055,1267.3765,52.2897,51.268
204.6065782,3.2643,25.0534,43.2212,37.9982,53.7168,70.057,1267.7464,52.3011,51.2922
204.7072555,3.2647,25.0309,43.2244,38.0825,53.6758,70.057,1267.7123,52.3629,51.2943
204.8079327,3.2643,25.0143,43.2337,38.1535,53.6668,70.0575,1267.701,52.4204,51.2956
204.9086098,3.2648,25.0068,43.2459,38.2091,53.6747,70.058,1267.6953,52.4328,51.3056
205.009287,3.2641,25.0053,43.2595,38.2373,53.6756,70.0585,1267.3539,52.4187,51.3208
205.1099641,3.2641,25.0075,43.2476,38.2519,53.675,70.059,1267.4335,52.4274,51.327
205.2106413,3.2635,25.0131,43.2535,38.2373,53.6885,70.0595,1267.462,52.4088,51.3286
205.3113179,3.263,25.0176,43.2646,38.2806,53.6893,70.059,1267.5986,52.4059,51.3303
205.4119949,3.2632,25.0267,43.2544,38.2705,53.6967,70.0585,1267.4564,52.3793,51.3298
205.5126718,3.2628,25.0394,43.2503,38.2215,53.7115,70.0585,1267.3824,52.3781,51.3301
205.613349,3.2623,25.0505,43.2543,38.2248,53.7127,70.059,1267.0467,52.3964,51.3302
205.714026,3.2619,25.0609,43.2502,38.1981,53.7566,70.059,1266.967,52.3364,51.3348
205.8147032,3.2612,25.0723,43.2444,38.1881,53.7664,70.059,1267.1092,52.3166,51.337
205.9153804,3.2611,25.0797,43.2487,38.1905,53.7569,70.0595,1267.1149,52.366,51.3242
206.0160576,3.2609,25.0871,43.2479,38.2197,53.7607,70.0595,1267.0865,52.3472,51.3235
206.1167347,3.2608,25.0946,43.2463,38.2509,53.762,70.0595,1266.9841,52.3203,51.3162
206.2174119,3.261,25.1018,43.2414,38.331,53.7542,70.06,1267.132,52.3287,51.3079
206.318089,3.2602,25.1116,43.2561,38.2777,53.7405,70.0605,1267.1434,52.35,51.296
206.4187664,3.26,25.1165,43.268,38.2807,53.7403,70.061,1267.2344,52.3383,51.301
206.5194437,3.2598,25.12,43.2591,38.3248,53.7366,70.0615,1267.3539,52.3385,51.2988
206.6201209,3.2602,25.1243,43.2636,38.3134,53.7354,70.061,1267.4734,52.3249,51.297
206.7207981,3.2598,25.1261,43.2787,38.3423,53.7229,70.062,1267.4563,52.3805,51.2798
206.8214752,3.2596,25.129,43.2745,38.3092,53.7195,70.062,1267.4734,52.3518,51.2808
206.9221525,3.2587,25.1309,43.2696,38.3023,53.7225,70.062,1267.4393,52.3396,51.2836
207.0228295,3.2582,25.1383,43.2745,38.2935,53.7223,70.062,1267.4677,52.3528,51.2879
207.1235067,3.2581,25.1462,43.2718,38.2962,53.7229,70.062,1267.6441,52.3538,51.2933
207.2241838,3.2573,25.1523,43.2793,38.2369,53.7187,70.062,1267.6271,52.352,51.2961
207.324861,3.2578,25.157,43.2652,38.242,53.7182,70.0625,1267.8035,52.3413,51.2873
207.4255381,3.2578,25.1628,43.2572,38.2332,53.7192,70.062,1267.6954,52.3365,51.2754
207.5262159,3.258,25.1715,43.2463,38.2304,53.7238,70.0615,1267.5987,52.2931,51.2801
207.6268931,3.2571,25.1747,43.2337,38.1849,53.7198,70.0615,1267.3767,52.2942,51.2752
207.7275704,3.2576,25.1821,43.2308,38.142,53.7258,70.061,1267.7125,52.2678,51.2854
207.8282476,3.2574,25.1879,43.2265,38.1501,53.7199,70.061,1267.758,52.2715,51.2783
207.9289248,3.2574,25.1951,43.2274,38.1195,53.7162,70.0615,1267.8149,52.2824,51.2802
208.0296019,3.2579,25.1954,43.2308,38.0881,53.7062,70.0615,1267.7182,52.2929,51.2699
208.1302791,3.258,25.1934,43.2282,38.0013,53.7014,70.0615,1267.8605,52.2724,51.2668
208.2309562,3.2589,25.1905,43.2175,37.9733,53.6994,70.0615,1267.7922,52.2767,51.2616
208.3316333,3.2582,25.187,43.2175,37.9604,53.7005,70.061,1267.7694,52.2761,51.2745
208.4323104,3.258,25.1803,43.2206,37.9457,53.6893,70.0615,1267.6157,52.3021,51.2762
208.5329868,3.2574,25.1727,43.2206,37.9383,53.6791,70.0625,1267.6498,52.3193,51.2594
208.6336638,3.2584,25.1655,43.2132,37.9648,53.6705,70.0635,1267.7409,52.3331,51.2431
208.7343409,3.2583,25.1535,43.2076,37.944,53.6727,70.064,1267.5019,52.3107,51.2278
208.835018,3.2588,25.1405,43.2216,37.9295,53.6744,70.064,1267.3483,52.3272,51.2232
208.935697,3.2583,25.1286,43.2093,37.9288,53.6648,70.064,1267.2458,52.3143,51.21
209.0363742,3.2578,25.1199,43.2071,37.925,53.6714,70.0645,1267.2344,52.3374,51.2068
209.1370514,3.2563,25.1126,43.2213,37.9619,53.6635,70.0645,1266.9499,52.3748,51.1995
209.2377286,3.2553,25.1065,43.2157,37.9818,53.6587,70.065,1267.1263,52.3505,51.1811
209.3384058,3.2551,25.1011,43.2121,37.9375,53.6637,70.065,1266.9613,52.3398,51.1779
209.4390829,3.2549,25.0979,43.2032,37.9182,53.6679,70.0665,1267.0069,52.3215,51.1839
209.5397601,3.2548,25.0925,43.2058,37.9843,53.6591,70.066,1266.8078,52.3533,51.1771
209.6404373,3.2544,25.0881,43.2138,37.9505,53.6579,70.0655,1266.6712,52.3384,51.1838
209.7411143,3.2536,25.0855,43.2242,37.9552,53.6555,70.0645,1266.6541,52.3757,51.1785
209.8417914,3.2534,25.0808,43.2079,37.9625,53.6499,70.0655,1266.6199,52.3448,51.1748
209.9424669,3.2539,25.0725,43.2178,37.9268,53.6591,70.0655,1266.4663,52.3387,51.1754
210.0431442,3.2533,25.0576,43.2107,37.9006,53.6584,70.066,1266.5573,52.3026,51.1752
210.1438213,3.2532,25.0418,43.1986,37.8719,53.6537,70.0665,1266.6426,52.3088,51.1752
210.2444986,3.2532,25.0253,43.1882,37.8639,53.6585,70.0665,1266.267,52.2715,51.1921
210.3451758,3.253,25.0076,43.1914,37.9003,53.6516,70.0665,1266.3467,52.308,51.1846
210.445853,3.2524,24.9877,43.209,37.8797,53.6508,70.0655,1266.3979,52.3289,51.177
210.5465303,3.2526,24.9666,43.2129,37.7546,53.6633,70.0665,1266.7734,52.285,51.1813
210.6472073,3.2522,24.9472,43.1985,37.7903,53.6658,70.0665,1267.001,52.2708,51.1844
210.7478845,3.2509,24.9248,43.1983,37.8228,53.6578,70.067,1266.8417,52.2741,51.1905
210.8485616,3.2504,24.9029,43.2123,37.7562,53.6633,70.0675,1266.7962,52.3021,51.198
210.9492385,3.2493,24.8854,43.2019,37.7855,53.6567,70.0675,1266.8303,52.3082,51.197
211.0499154,3.2492,24.8688,43.1996,37.7662,53.6508,70.067,1266.7564,52.3171,51.1956
211.1505927,3.2495,24.8506,43.2079,37.7536,53.6505,70.067,1266.5459,52.3001,51.198
211.2512696,3.2491,24.8318,43.2215,37.7419,53.6522,70.067,1266.3866,52.3467,51.1952
211.3519468,3.2493,24.8124,43.2056,37.7408,53.647,70.0675,1266.2727,52.3066,51.1911
211.4526239,3.2486,24.7938,43.1915,37.7606,53.6467,70.0685,1266.5174,52.3161,51.1944
211.553301,3.2483,24.7746,43.2048,37.7765,53.6432,70.0699,1266.2784,52.3441,51.2021
211.6539782,3.2473,24.7526,43.2132,37.7404,53.6361,70.0699,1266.2671,52.3559,51.1992
211.7546555,3.2482,24.7307,43.1926,37.7085,53.6362,70.0699,1266.6085,52.3086,51.2085
211.8553327,3.248,24.7106,43.1943,37.729,53.6278,70.0699,1266.9044,52.3002,51.198
211.9560099,3.248,24.6864,43.2087,37.7015,53.626,70.0709,1266.7394,52.3115,51.1921
212.0566871,3.2483,24.6657,43.2085,37.7021,53.6254,70.0714,1266.8816,52.3055,51.1886
212.1573641,3.2488,24.646,43.2038,37.7003,53.6375,70.0714,1267.1604,52.3016,51.1865
212.2580412,3.2487,24.6296,43.21,37.6925,53.6381,70.0714,1267.1035,52.2819,51.1878
212.3587182,3.2484,24.6164,43.2167,37.6972,53.6419,70.0724,1267.2572,52.2578,51.1946
212.4593955,3.2482,24.6089,43.2066,37.7287,53.6412,70.0714,1267.1548,52.2235,51.1926
212.5600727,3.2479,24.6105,43.2004,37.7394,53.6461,70.0695,1267.1264,52.2122,51.2002
212.6607499,3.248,24.6175,43.2099,37.7856,53.6588,70.069,1267.1605,52.2268,51.2149
212.7614269,3.2477,24.6355,43.2284,37.8198,53.6698,70.069,1267.1207,52.2606,51.2241
212.8621041,3.2478,24.6592,43.2121,37.8495,53.6769,70.068,1267.024,52.2405,51.2351
212.9627811,3.248,24.6873,43.2047,37.9285,53.6809,70.0665,1267.3996,52.2216,51.2477
213.0634582,3.248,24.7201,43.211,37.9664,53.6868,70.066,1267.337,52.2132,51.2571
213.1641354,3.2471,24.7553,43.2191,38.0041,53.6845,70.0665,1267.3086,52.2271,51.2619
213.2648126,3.2477,24.7922,43.2075,38.0436,53.6872,70.066,1267.337,52.2027,51.2808
213.3654898,3.2475,24.8292,43.2116,38.0646,53.6943,70.064,1267.4337,52.248,51.2861
213.4661669,3.2484,24.8648,43.2301,38.0872,53.6998,70.0635,1267.6271,52.2651,51.3073
213.5668458,3.2482,24.8971,43.2211,38.1019,53.7014,70.064,1267.6783,52.2573,51.3057
213.667523,3.2481,24.9263,43.2035,38.0802,53.6994,70.065,1267.923,52.2364,51.3085
213.7682001,3.248,24.9494,43.1961,38.0762,53.6974,70.065,1267.6555,52.2488,51.3101
213.8688775,3.2473,24.9665,43.2143,38.1236,53.6952,70.0645,1267.5018,52.2949,51.3159
213.9695547,3.2471,24.9835,43.2131,38.0761,53.7002,70.0645,1267.6213,52.2777,51.3277
214.0702318,3.2467,24.9961,43.1914,38.0751,53.6939,70.0645,1267.4165,52.2805,51.3267
214.1709089,3.2471,25.0095,43.1918,38.0758,53.6895,70.0635,1267.3652,52.3237,51.3342
214.2715861,3.2458,25.019,43.2106,38.0687,53.6831,70.064,1267.7749,52.3814,51.3171
214.3722633,3.2461,25.0236,43.21,38.0563,53.6714,70.0645,1267.6839,52.3878,51.3223
214.4729404,3.2453,25.0283,43.198,38.0579,53.6626,70.065,1267.4848,52.3934,51.3106
214.5736158,3.2453,25.0301,43.2145,38.0451,53.655,70.0645,1267.4051,52.425,51.3089
214.6742928,3.2452,25.035,43.2309,38.0488,53.6403,70.0635,1267.2628,52.4769,51.295
214.7749699,3.2452,25.0369,43.2335,38.0381,53.6439,70.0635,1267.4221,52.4493,51.2948
214.8756468,3.2454,25.039,43.2166,38.0268,53.6413,70.064,1267.2799,52.428,51.2895
214.976324,3.2449,25.0422,43.2152,38.0426,53.6371,70.0645,1266.9384,52.447,51.2829
215.0770012,3.2448,25.0439,43.2393,38.0307,53.6437,70.066,1267.24,52.4519,51.2871
215.1776784,3.2448,25.0446,43.2317,38.0172,53.6433,70.0665,1267.2002,52.4207,51.2748
215.2783557,3.2459,25.047,43.214,38.0163,53.6447,70.066,1267.2002,52.4114,51.2825
215.3790326,3.2461,25.0495,43.2116,38.0203,53.6511,70.067,1267.479,52.3945,51.2817
215.4797098,3.2462,25.0499,43.2155,38.0143,53.6609,70.067,1267.331,52.3823,51.2915
215.580387,3.2462,25.0522,43.1984,38.0582,53.6608,70.0665,1267.2684,52.3694,51.2934
215.6810643,3.2465,25.0542,43.1812,38.0784,53.6757,70.067,1267.2855,52.3177,51.3037
215.7817414,3.2461,25.056,43.1693,38.0851,53.6694,70.0665,1267.2343,52.3237,51.2991
215.8824186,3.2461,25.0569,43.1843,38.0482,53.6778,70.066,1267.1603,52.3186,51.3022
215.9830958,3.2466,25.0557,43.1715,38.0474,53.6844,70.0665,1267.3197,52.2749,51.3177
